Id Przystanku;Kierunek;Czas potrzebny na dojazd;Wspolrzedna x;Wspolrzedna y;Numer przystanku;Numer linii
4791;undefined;1;22.527608330000;51.200561110000;12;008;
4801;undefined;1;22.527327780000;51.194275000000;13;008;
4811;undefined;1;22.525644440000;51.190347220000;14;008;
4821;undefined;1;22.520594440000;51.182658330000;15;008;
4831;undefined;1;22.516272220000;51.177608330000;16;008;
4841;undefined;1;22.509819440000;51.173961110000;17;008;
4851;undefined;1;22.504488890000;51.171436110000;18;008;
4863;undefined;1;22.498202780000;51.167788890000;19;008;
4901;undefined;1;22.494275000000;51.165991670000;20;008;
4911;undefined;2;22.485577780000;51.159258330000;21;008;
4921;undefined;17;22.481255560000;51.155891670000;22;008;
4931;undefined;1;22.476205560000;51.152525000000;23;008;
8501;undefined;1;22.464308330000;51.151122220000;24;008;
8511;undefined;1;22.459819440000;51.150561110000;25;008;
8522;undefined;13;22.462063890000;51.144836110000;26;008;
5582;undefined;2;22.481877000000;51.226791000000;2;010;
5574;undefined;2;22.492005000000;51.226193000000;3;010;
5802;undefined;1;22.492520000000;51.229814000000;4;010;
5812;undefined;1;22.491469440000;51.232658330000;5;010;
5752;undefined;2;22.490347220000;51.235016670000;6;010;
5742;undefined;2;22.497080560000;51.237822220000;7;010;
5732;undefined;1;22.501122220000;51.239786110000;8;010;
5722;undefined;2;22.508416670000;51.243152780000;9;010;
5711;undefined;2;22.515150000000;51.245677780000;10;010;
5451;undefined;1;22.516552780000;51.242311110000;11;010;
5502;undefined;3;22.521436110000;51.243433330000;12;010;
5212;undefined;2;22.531536110000;51.244275000000;13;010;
5292;undefined;3;22.539602000000;51.244871000000;14;010;
5902;undefined;4;22.542591670000;51.248763890000;15;010;
1014;undefined;3;22.553647220000;51.247641670000;16;010;
1022;undefined;2;22.558136110000;51.249044440000;17;010;
1901;undefined;4;22.569472220000;51.251402780000;18;010;
1921;undefined;2;22.576766670000;51.252805560000;19;010;
2101;undefined;1;22.580975000000;51.255611110000;20;010;
2111;undefined;1;22.584304000000;51.257510000000;21;010;
2121;undefined;1;22.588944440000;51.257575000000;22;010;
2513;undefined;1;22.593713890000;51.253366670000;23;010;
2521;undefined;2;22.600841670000;51.248763890000;24;010;
2532;undefined;11;22.609819440000;51.247641670000;1;010;
2522;undefined;2;22.601963890000;51.248763890000;2;010;
2512;undefined;42;22.594275000000;51.253366670000;3;010;
2122;undefined;1;22.590627780000;51.257013890000;4;010;
2112;undefined;2;22.583894440000;51.257855560000;5;010;
2102;undefined;1;22.579852780000;51.255330560000;6;010;
1922;undefined;1;22.576486110000;51.253086110000;7;010;
1902;undefined;3;22.570875000000;51.251402780000;8;010;
1171;undefined;4;22.560420000000;51.252600000000;9;010;
1021;undefined;1;22.557959000000;51.249351000000;10;010;
1003;undefined;3;22.550553000000;51.247697000000;11;010;
5903;undefined;2;22.541188890000;51.249044440000;12;010;
5291;undefined;2;22.539229000000;51.246222000000;13;010;
5303;undefined;2;22.534736110000;51.243994440000;14;010;
5211;undefined;1;22.530975000000;51.244836110000;15;010;
5501;undefined;2;22.520313890000;51.243152780000;16;010;
5444;undefined;2;22.517519000000;51.241992000000;17;010;
5713;undefined;2;22.514308330000;51.245958330000;18;010;
5721;undefined;2;22.505891670000;51.242311110000;19;010;
5731;undefined;1;22.499325000000;51.239225000000;20;010;
5741;undefined;1;22.495397220000;51.237541670000;21;010;
5753;undefined;3;22.489786110000;51.233894440000;22;010;
5811;undefined;1;22.490908330000;51.232938890000;23;010;
5801;undefined;1;22.492338000000;51.229176000000;24;010;
5571;undefined;1;22.490997000000;51.226058000000;25;010;
5581;undefined;1;22.481834000000;51.226952000000;26;010;
5592;undefined;2;22.476205560000;51.228169440000;27;010;
5792;undefined;38;22.479169964791;51.229261300197;28;010;
1863;undefined;2;22.572558330000;51.269752780000;2;011;
1651;undefined;12;22.570033330000;51.271716670000;3;011;
1641;undefined;1;22.566666670000;51.273400000000;4;011;
1631;undefined;48;22.568069440000;51.269752780000;5;011;
1621;undefined;1;22.562625000000;51.270033330000;6;011;
1602;undefined;2;22.551402780000;51.267788890000;7;011;
1332;undefined;2;22.550280560000;51.265150000000;8;011;
1324;undefined;2;22.550280560000;51.262625000000;9;011;
1412;undefined;1;22.545677780000;51.258697220000;10;011;
1222;undefined;3;22.541188890000;51.251122220000;11;011;
5902;undefined;3;22.542591670000;51.248763890000;12;011;
1001;undefined;2;22.551402780000;51.247361110000;13;011;
1071;undefined;2;22.552244440000;51.243994440000;14;011;
3401;undefined;2;22.558416670000;51.239786110000;15;011;
3411;undefined;1;22.565991670000;51.235858330000;16;011;
3701;undefined;2;22.570875000000;51.233894440000;17;011;
3691;undefined;1;22.571565830689;51.231416718144;18;011;
3711;undefined;2;22.571436110000;51.228169440000;19;011;
4511;undefined;1;22.564588890000;51.225925000000;20;011;
4521;undefined;1;22.558136110000;51.224241670000;21;011;
4531;undefined;1;22.551963890000;51.220875000000;22;011;
4731;undefined;1;22.541469440000;51.222838890000;23;011;
5601;undefined;2;22.531816670000;51.225363890000;24;011;
5352;undefined;10;22.523119440000;51.223119440000;1;011;
5602;undefined;3;22.530133330000;51.225363890000;2;011;
4732;undefined;2;22.541188890000;51.222558330000;3;011;
4532;undefined;3;22.554208330000;51.221155560000;4;011;
4522;undefined;2;22.557575000000;51.223961110000;5;011;
4512;undefined;1;22.564027780000;51.225644440000;6;011;
4502;undefined;1;22.568630560000;51.226766670000;7;011;
3712;undefined;2;22.572277780000;51.229572220000;8;011;
3412;undefined;3;22.567788890000;51.235297220000;9;011;
3402;undefined;2;22.557575000000;51.240347220000;10;011;
1072;undefined;2;22.552805560000;51.243994440000;11;011;
1003;undefined;2;22.550553000000;51.247697000000;12;011;
5901;undefined;2;22.542591670000;51.249886110000;13;011;
1221;undefined;2;22.541188890000;51.251963890000;14;011;
1411;undefined;1;22.545958330000;51.258416670000;15;011;
1321;undefined;3;22.551963890000;51.263186110000;16;011;
1601;undefined;2;22.553647220000;51.268350000000;17;011;
1612;undefined;1;22.559538890000;51.269191670000;18;011;
1622;undefined;1;22.564588890000;51.269752780000;19;011;
1642;undefined;1;22.567253000000;51.273431000000;20;011;
1652;undefined;1;22.570158000000;51.272819000000;21;011;
1632;undefined;57;22.568911110000;51.269472220000;22;011;
1865;undefined;5;22.573939000000;51.269578000000;23;011;
8702;undefined;2;22.460380560000;51.219752780000;6;012;
5782;undefined;1;22.468350000000;51.224241670000;7;012;
5594;undefined;1;22.475365000000;51.227288000000;8;012;
5582;undefined;1;22.481877000000;51.226791000000;9;012;
5574;undefined;2;22.492005000000;51.226193000000;10;012;
5802;undefined;1;22.492520000000;51.229814000000;11;012;
5812;undefined;1;22.491469440000;51.232658330000;12;012;
5822;undefined;1;22.489225000000;51.240066670000;13;012;
5832;undefined;1;22.494275000000;51.238663890000;14;012;
5842;undefined;1;22.494275000000;51.238663890000;15;012;
5742;undefined;2;22.497080560000;51.237822220000;16;012;
5732;undefined;1;22.501122220000;51.239786110000;17;012;
5722;undefined;2;22.508416670000;51.243152780000;18;012;
5712;undefined;2;22.515711110000;51.246238890000;19;012;
5702;undefined;2;22.520875000000;51.248763890000;20;012;
5932;undefined;1;22.526766670000;51.250841670000;21;012;
5922;undefined;1;22.532658330000;51.250000000000;22;012;
5912;undefined;1;22.536980560000;51.249605560000;23;012;
5901;undefined;2;22.542591670000;51.249886110000;24;012;
1251;undefined;2;22.549738884000;51.251467164000;25;012;
1301;undefined;2;22.552525000000;51.254208330000;26;012;
1311;undefined;1;22.553366670000;51.258977780000;27;012;
1321;undefined;1;22.551963890000;51.263186110000;28;012;
1341;undefined;1;22.546519440000;51.266947220000;29;012;
1351;undefined;1;22.542980000000;51.267800000000;30;012;
1133;undefined;1;22.544234000000;51.272839000000;31;012;
1142;undefined;15;22.542872220000;51.274802780000;1;012;
1142;undefined;0;22.542872220000;51.274802780000;1;012;
1132;undefined;1;22.543152780000;51.271716670000;2;012;
1354;undefined;1;22.543870210648;51.267204936496;3;012;
1332;undefined;1;22.550280560000;51.265150000000;4;012;
1322;undefined;1;22.551683330000;51.261783330000;5;012;
1312;undefined;1;22.553086110000;51.258977780000;6;012;
1304;undefined;1;22.551683330000;51.254208330000;7;012;
1252;undefined;2;22.549610138000;51.252084960000;8;012;
1232;undefined;1;22.544275000000;51.251122220000;9;012;
5903;undefined;1;22.541188890000;51.249044440000;10;012;
5911;undefined;2;22.535297220000;51.250000000000;11;012;
5921;undefined;1;22.531255560000;51.250561110000;12;012;
5933;undefined;2;22.523961110000;51.250280560000;13;012;
5701;undefined;1;22.518911110000;51.248202780000;14;012;
5713;undefined;1;22.514308330000;51.245958330000;15;012;
5721;undefined;2;22.505891670000;51.242311110000;16;012;
5731;undefined;1;22.499325000000;51.239225000000;17;012;
5841;undefined;2;22.493433330000;51.240066670000;18;012;
5831;undefined;1;22.493433330000;51.240066670000;19;012;
5821;undefined;1;22.488944440000;51.240066670000;20;012;
5753;undefined;1;22.489786110000;51.233894440000;21;012;
5811;undefined;1;22.490908330000;51.232938890000;22;012;
5801;undefined;1;22.492338000000;51.229176000000;23;012;
5571;undefined;1;22.490997000000;51.226058000000;24;012;
5581;undefined;1;22.481834000000;51.226952000000;25;012;
5591;undefined;2;22.474067000000;51.227248000000;26;012;
5781;undefined;1;22.466947220000;51.223680560000;27;012;
8701;undefined;2;22.457855560000;51.218350000000;28;012;
1532;undefined;1;22.556452780000;51.272838890000;2;013;
1522;undefined;2;22.557855560000;51.266947220000;3;013;
1321;undefined;3;22.551963890000;51.263186110000;4;013;
1341;undefined;1;22.546519440000;51.266947220000;5;013;
1352;undefined;1;22.542550000000;51.267440000000;6;013;
1122;undefined;1;22.541469440000;51.264027780000;7;013;
1112;undefined;1;22.540627780000;51.260941670000;8;013;
1102;undefined;1;22.537822220000;51.258136110000;9;013;
6682;undefined;2;22.530899047852;51.260760083869;10;013;
6712;undefined;3;22.531536110000;51.258136110000;11;013;
1202;undefined;2;22.532097220000;51.254208330000;12;013;
1212;undefined;1;22.536419440000;51.253086110000;13;013;
1222;undefined;2;22.541188890000;51.251122220000;14;013;
5902;undefined;3;22.542591670000;51.248763890000;15;013;
1012;undefined;3;22.552805560000;51.247641670000;16;013;
1052;undefined;4;22.559538890000;51.245116670000;17;013;
1042;undefined;1;22.562905560000;51.246800000000;18;013;
2231;undefined;2;22.568630560000;51.242030560000;19;013;
3103;undefined;3;22.570611835000;51.237688835000;20;013;
3413;undefined;2;22.568042278290;51.234702929800;21;013;
3453;undefined;2;22.561572790146;51.232009067676;22;013;
4693;undefined;1;22.564335465431;51.231095402811;23;013;
3421;undefined;1;22.566947220000;51.231536110000;24;013;
4701;undefined;2;22.561502780000;51.229852780000;25;013;
4711;undefined;1;22.555050000000;51.227327780000;26;013;
4721;undefined;1;22.548202780000;51.224522220000;27;013;
4731;undefined;1;22.541469440000;51.222838890000;28;013;
5601;undefined;2;22.531816670000;51.225363890000;29;013;
5611;undefined;2;22.519752780000;51.227608330000;30;013;
5541;undefined;2;22.512063890000;51.227888890000;31;013;
5551;undefined;1;22.503927780000;51.225083330000;32;013;
5851;undefined;1;22.501983000000;51.224224000000;33;013;
5862;undefined;16;22.502026000000;51.222276000000;1;013;
5552;undefined;2;22.505330560000;51.225363890000;2;013;
5542;undefined;1;22.511222220000;51.227327780000;3;013;
5612;undefined;1;22.519191670000;51.227327780000;4;013;
5602;undefined;2;22.530133330000;51.225363890000;5;013;
4732;undefined;2;22.541188890000;51.222558330000;6;013;
4722;undefined;3;22.547922220000;51.224241670000;7;013;
4712;undefined;1;22.554488890000;51.226766670000;8;013;
4691;undefined;2;22.564383745194;51.230638563575;9;013;
3422;undefined;1;22.568350000000;51.231816670000;10;013;
4692;undefined;2;22.563643455506;51.231088684619;11;013;
3452;undefined;2;22.562463283539;51.232338251307;12;013;
3414;undefined;2;22.569211000000;51.235345000000;13;013;
3102;undefined;1;22.570033330000;51.236980560000;14;013;
2232;undefined;3;22.569191670000;51.241469440000;15;013;
1041;undefined;2;22.562905560000;51.246800000000;16;013;
1082;undefined;3;22.555611110000;51.245397220000;17;013;
1003;undefined;3;22.550553000000;51.247697000000;18;013;
5901;undefined;2;22.542591670000;51.249886110000;19;013;
1211;undefined;2;22.536700000000;51.253086110000;20;013;
1201;undefined;1;22.532938890000;51.254208330000;21;013;
6701;undefined;1;22.530694440000;51.255611110000;22;013;
6683;undefined;2;22.531703710556;51.260921216199;23;013;
6713;undefined;1;22.533219440000;51.258697220000;24;013;
1101;undefined;1;22.538383330000;51.259258330000;25;013;
1111;undefined;1;22.541750000000;51.262625000000;26;013;
1121;undefined;1;22.542030560000;51.265430560000;27;013;
1354;undefined;1;22.543870210648;51.267204936496;28;013;
1332;undefined;1;22.550280560000;51.265150000000;29;013;
1323;undefined;2;22.553366670000;51.262344440000;30;013;
1521;undefined;2;22.558416670000;51.265991670000;31;013;
1611;undefined;2;22.558416670000;51.270033330000;32;013;
1531;undefined;1;22.556172220000;51.273961110000;33;013;
5582;undefined;2;22.481877000000;51.226791000000;2;014;
5572;undefined;1;22.492591670000;51.225644440000;3;014;
5562;undefined;1;22.497922220000;51.224802780000;4;014;
5552;undefined;1;22.505330560000;51.225363890000;5;014;
5542;undefined;1;22.511222220000;51.227327780000;6;014;
5532;undefined;1;22.513466670000;51.230133330000;7;014;
5522;undefined;2;22.511783330000;51.234455560000;8;014;
5512;undefined;2;22.515150000000;51.239505560000;9;014;
5443;undefined;2;22.520594440000;51.240627780000;10;014;
5431;undefined;1;22.525644440000;51.238663890000;11;014;
5414;undefined;2;22.530975000000;51.237261110000;12;014;
5402;undefined;1;22.536419440000;51.235297220000;13;014;
5472;undefined;1;22.540748119354;51.234756671080;14;014;
5112;undefined;1;22.548483330000;51.236700000000;15;014;
5102;undefined;3;22.553366670000;51.240066670000;16;014;
3401;undefined;3;22.558416670000;51.239786110000;17;014;
3091;undefined;2;22.569191670000;51.237822220000;18;014;
3101;undefined;2;22.572558330000;51.237541670000;19;014;
3113;undefined;2;22.577327780000;51.235858330000;20;014;
3121;undefined;1;22.585577780000;51.233219440000;21;014;
3131;undefined;3;22.594555560000;51.229852780000;22;014;
3391;undefined;1;22.597080560000;51.230133330000;23;014;
3381;undefined;1;22.599325000000;51.232658330000;24;014;
2911;undefined;1;22.601402780000;51.233894440000;25;014;
2921;undefined;1;22.604769440000;51.232938890000;26;014;
3071;undefined;1;22.608170000000;51.231880000000;27;014;
2931;undefined;1;22.607855560000;51.231816670000;28;014;
2943;undefined;20;22.620328000000;51.228772000000;7;014;
2941;undefined;41;22.619472220000;51.227327780000;30;014;
2955;undefined;35;22.632779000000;51.223131000000;33;014;
3021;undefined;2;22.644753456116;51.220220726441;34;014;
3032;undefined;1;22.645976543427;51.221413471630;35;014;
3062;undefined;1;22.640420000000;51.224060000000;36;014;
2962;undefined;7;22.633613890000;51.225644440000;1;014;
2962;undefined;0;22.633613890000;51.225644440000;1;014;
2961;undefined;13;22.634740000000;51.224780000000;2;014;
3061;undefined;1;22.642770000000;51.223360000000;3;014;
3034;undefined;1;22.646640000000;51.221460000000;4;014;
3012;undefined;1;22.641769000000;51.219655000000;5;014;
2952;undefined;45;22.631255560000;51.223961110000;6;014;
2943;undefined;20;22.620328000000;51.228772000000;7;014;
2932;undefined;1;22.612625000000;51.230694440000;10;014;
2912;undefined;1;22.606452780000;51.232938890000;11;014;
2902;undefined;1;22.600841670000;51.235016670000;12;014;
3202;undefined;2;22.594555560000;51.235858330000;13;014;
3212;undefined;2;22.591750000000;51.232658330000;14;014;
3122;undefined;2;22.586980560000;51.232938890000;15;014;
3114;undefined;2;22.575644440000;51.236980560000;16;014;
3104;undefined;2;22.570033330000;51.238102780000;17;014;
3402;undefined;2;22.557575000000;51.240347220000;18;014;
5101;undefined;3;22.552805560000;51.239786110000;19;014;
5111;undefined;3;22.546800000000;51.236138890000;20;014;
5471;undefined;1;22.542014122010;51.234810412298;21;014;
5401;undefined;1;22.535858330000;51.235858330000;22;014;
5416;undefined;2;22.528450000000;51.238383330000;23;014;
5432;undefined;1;22.524522220000;51.239505560000;24;014;
5441;undefined;3;22.517508330000;51.240627780000;25;014;
5511;undefined;1;22.512905560000;51.239505560000;26;014;
5521;undefined;2;22.510941670000;51.235016670000;27;014;
5531;undefined;2;22.512905560000;51.230133330000;28;014;
5541;undefined;1;22.512063890000;51.227888890000;29;014;
5551;undefined;1;22.503927780000;51.225083330000;30;014;
5561;undefined;1;22.496800000000;51.225083330000;31;014;
5571;undefined;1;22.490997000000;51.226058000000;32;014;
5581;undefined;1;22.481834000000;51.226952000000;33;014;
1152;undefined;1;22.544555560000;51.280133330000;2;015;
1182;undefined;1;22.543559074402;51.277165826328;3;015;
1142;undefined;1;22.542872220000;51.274802780000;4;015;
1132;undefined;1;22.543152780000;51.271716670000;5;015;
1354;undefined;2;22.543870210648;51.267204936496;6;015;
1332;undefined;1;22.550280560000;51.265150000000;7;015;
1324;undefined;2;22.550280560000;51.262625000000;8;015;
1412;undefined;1;22.545677780000;51.258697220000;9;015;
1222;undefined;3;22.541188890000;51.251122220000;10;015;
5902;undefined;3;22.542591670000;51.248763890000;11;015;
1001;undefined;2;22.551402780000;51.247361110000;12;015;
1071;undefined;2;22.552244440000;51.243994440000;13;015;
5101;undefined;2;22.552805560000;51.239786110000;14;015;
5111;undefined;3;22.546800000000;51.236138890000;15;015;
5121;undefined;2;22.537822220000;51.231816670000;16;015;
5131;undefined;2;22.536980560000;51.225925000000;17;015;
4732;undefined;3;22.541188890000;51.222558330000;18;015;
4541;undefined;1;22.545677780000;51.218069440000;19;015;
4551;undefined;1;22.545397220000;51.214869440000;20;015;
4561;undefined;1;22.541750000000;51.210100000000;21;015;
4571;undefined;2;22.542311110000;51.205611110000;22;015;
4611;undefined;1;22.543300000000;51.203740000000;23;015;
4581;undefined;1;22.541750000000;51.199886110000;24;015;
4593;undefined;20;22.547110000000;51.195218000000;25;015;
4594;undefined;1;22.541750000000;51.195116670000;26;015;
4141;undefined;1;22.546519440000;51.192872220000;27;015;
4311;undefined;1;22.544836110000;51.188383330000;28;015;
4322;undefined;7;22.542311110000;51.181816670000;1;015;
4322;undefined;0;22.542311110000;51.181816670000;1;015;
4312;undefined;1;22.545397220000;51.189225000000;2;015;
4143;undefined;1;22.545677780000;51.195116670000;3;015;
4591;undefined;1;22.540347220000;51.195116670000;4;015;
4592;undefined;41;22.538944440000;51.195677780000;5;015;
4582;undefined;1;22.542591670000;51.200561110000;6;015;
4612;undefined;1;22.543530000000;51.204000000000;7;015;
4572;undefined;1;22.542311110000;51.206172220000;8;015;
4562;undefined;1;22.542311110000;51.210661110000;9;015;
4552;undefined;1;22.545397220000;51.214588890000;10;015;
4542;undefined;2;22.546519440000;51.217788890000;11;015;
4731;undefined;2;22.541469440000;51.222838890000;12;015;
5132;undefined;2;22.537541670000;51.225644440000;13;015;
5122;undefined;2;22.538663890000;51.232377780000;14;015;
5112;undefined;2;22.548483330000;51.236700000000;15;015;
5102;undefined;3;22.553366670000;51.240066670000;16;015;
1072;undefined;3;22.552805560000;51.243994440000;17;015;
1003;undefined;2;22.550553000000;51.247697000000;18;015;
5901;undefined;2;22.542591670000;51.249886110000;19;015;
1221;undefined;2;22.541188890000;51.251963890000;20;015;
1411;undefined;1;22.545958330000;51.258416670000;21;015;
1321;undefined;3;22.551963890000;51.263186110000;22;015;
1341;undefined;1;22.546519440000;51.266947220000;23;015;
1351;undefined;1;22.542980000000;51.267800000000;24;015;
1131;undefined;1;22.542872220000;51.272277780000;25;015;
1141;undefined;1;22.543433330000;51.275925000000;26;015;
1181;undefined;1;22.544106245041;51.277729585708;27;015;
1151;undefined;1;22.544836110000;51.280975000000;28;015;
1162;undefined;30;22.545116670000;51.282377780000;29;015;
3652;undefined;2;22.606452780000;51.185858330000;2;016;
3642;undefined;1;22.598763890000;51.189225000000;3;016;
3571;undefined;1;22.596495151520;51.186982790993;4;016;
3531;undefined;1;22.596800000000;51.185577780000;5;016;
3552;undefined;2;22.588383330000;51.180975000000;6;016;
3942;undefined;3;22.585858330000;51.175363890000;7;016;
3932;undefined;2;22.586419440000;51.184455560000;8;016;
3922;undefined;1;22.585577780000;51.188944440000;9;016;
3912;undefined;1;22.585858330000;51.195677780000;10;016;
3952;undefined;1;22.586010000000;51.197280000000;11;016;
3902;undefined;1;22.586138890000;51.201122220000;12;016;
3792;undefined;1;22.587053775788;51.205552474086;13;016;
3762;undefined;2;22.586138890000;51.208697220000;14;016;
3752;undefined;1;22.584175000000;51.211783330000;15;016;
3742;undefined;2;22.580975000000;51.216272220000;16;016;
3322;undefined;3;22.588663890000;51.220875000000;17;016;
3312;undefined;1;22.586419440000;51.224802780000;18;016;
3222;undefined;2;22.590066670000;51.230413890000;19;016;
3122;undefined;2;22.586980560000;51.232938890000;20;016;
3114;undefined;2;22.575644440000;51.236980560000;21;016;
2222;undefined;2;22.573400000000;51.243433330000;22;016;
2212;undefined;1;22.574522220000;51.247361110000;23;016;
1921;undefined;3;22.576766670000;51.252805560000;24;016;
2101;undefined;1;22.580975000000;51.255611110000;25;016;
2111;undefined;1;22.584304000000;51.257510000000;26;016;
2131;undefined;1;22.586138890000;51.260100000000;27;016;
2162;undefined;2;22.585577780000;51.264027780000;28;016;
1763;undefined;3;22.582579851151;51.270279349856;29;016;
1671;undefined;2;22.580375075341;51.275961103035;30;016;
1681;undefined;1;22.581903934479;51.277662471859;31;016;
1661;undefined;1;22.587528000000;51.278455000000;32;016;
1591;undefined;1;22.595762000000;51.278849000000;33;016;
7302;undefined;6;22.603881000000;51.281160000000;1;016;
1592;undefined;2;22.594802000000;51.278868000000;2;016;
1662;undefined;1;22.589060000000;51.278648000000;3;016;
1582;undefined;1;22.583770000000;51.278030000000;4;016;
1682;undefined;1;22.580895423889;51.277045019847;5;016;
1672;undefined;1;22.579865455627;51.274904007832;6;016;
1764;undefined;2;22.582166790962;51.269262399644;7;016;
2161;undefined;2;22.584455560000;51.264308330000;8;016;
2132;undefined;2;22.585577780000;51.260380560000;9;016;
2121;undefined;1;22.588944440000;51.257575000000;10;016;
2513;undefined;1;22.593713890000;51.253366670000;11;016;
2514;undefined;1;22.592311110000;51.252244440000;12;016;
2502;undefined;1;22.586700000000;51.251683330000;13;016;
1922;undefined;2;22.576486110000;51.253086110000;14;016;
2201;undefined;2;22.574241670000;51.249886110000;15;016;
2211;undefined;1;22.573119440000;51.245958330000;16;016;
2221;undefined;1;22.572558330000;51.241750000000;17;016;
3101;undefined;2;22.572558330000;51.237541670000;18;016;
3113;undefined;2;22.577327780000;51.235858330000;19;016;
3121;undefined;1;22.585577780000;51.233219440000;20;016;
3221;undefined;2;22.590066670000;51.230694440000;21;016;
3231;undefined;1;22.585016670000;51.227888890000;22;016;
3311;undefined;2;22.585858330000;51.224802780000;23;016;
3323;undefined;2;22.586700000000;51.220033330000;24;016;
3741;undefined;3;22.580133330000;51.216947220000;25;016;
3751;undefined;2;22.583613890000;51.212344440000;26;016;
3763;undefined;2;22.586419440000;51.206452780000;27;016;
3791;undefined;1;22.586013078690;51.203750964498;28;016;
3901;undefined;1;22.585858330000;51.201402780000;29;016;
3911;undefined;2;22.585577780000;51.195116670000;30;016;
3921;undefined;1;22.585297220000;51.189505560000;31;016;
3931;undefined;1;22.586138890000;51.184175000000;32;016;
3941;undefined;2;22.585577780000;51.175083330000;33;016;
3551;undefined;3;22.589225000000;51.181255560000;34;016;
3532;undefined;2;22.596800000000;51.185016670000;35;016;
3572;undefined;1;22.596849203110;51.187130732595;36;016;
3641;undefined;1;22.599044440000;51.188944440000;37;016;
3651;undefined;1;22.607013890000;51.185297220000;38;016;
3662;undefined;6;22.620594440000;51.179291670000;39;016;
1532;undefined;1;22.556452780000;51.272838890000;2;017;
1612;undefined;2;22.559538890000;51.269191670000;3;017;
1622;undefined;1;22.564588890000;51.269752780000;4;017;
1632;undefined;1;22.568911110000;51.269472220000;5;017;
1862;undefined;2;22.572838890000;51.269191670000;6;017;
1852;undefined;1;22.572558330000;51.266947220000;7;017;
1832;undefined;3;22.572277780000;51.260380560000;8;017;
1824;undefined;1;22.572559118271;51.258289317416;9;017;
1932;undefined;1;22.575083330000;51.255330560000;10;017;
1902;undefined;3;22.570875000000;51.251402780000;11;017;
1262;undefined;3;22.566552780000;51.250841670000;12;017;
1034;undefined;2;22.566947220000;51.246519440000;13;017;
2231;undefined;2;22.568630560000;51.242030560000;14;017;
3103;undefined;3;22.570611835000;51.237688835000;15;017;
3701;undefined;3;22.570875000000;51.233894440000;16;017;
3691;undefined;1;22.571565830689;51.231416718144;17;017;
3721;undefined;2;22.572838890000;51.226486110000;18;017;
3731;undefined;2;22.576486110000;51.221436110000;19;017;
3741;undefined;2;22.580133330000;51.216947220000;20;017;
3751;undefined;2;22.583613890000;51.212344440000;21;017;
3763;undefined;2;22.586419440000;51.206452780000;22;017;
3791;undefined;1;22.586013078690;51.203750964498;23;017;
3901;undefined;1;22.585858330000;51.201402780000;24;017;
3911;undefined;20;22.585577780000;51.195116670000;25;017;
3921;undefined;1;22.585297220000;51.189505560000;26;017;
3931;undefined;1;22.586138890000;51.184175000000;27;017;
3941;undefined;2;22.585577780000;51.175083330000;28;017;
8111;undefined;1;22.582377780000;51.166552780000;29;017;
8121;undefined;1;22.581816670000;51.158977780000;30;017;
8131;undefined;1;22.583333330000;51.153647220000;31;017;
8152;undefined;39;22.599605560000;51.138663890000;1;017;
8132;undefined;2;22.583333330000;51.154488890000;2;017;
8122;undefined;1;22.581816670000;51.159258330000;3;017;
8112;undefined;1;22.581816670000;51.165430560000;4;017;
3942;undefined;2;22.585858330000;51.175363890000;5;017;
3932;undefined;2;22.586419440000;51.184455560000;6;017;
3922;undefined;1;22.585577780000;51.188944440000;7;017;
3912;undefined;1;22.585858330000;51.195677780000;8;017;
3952;undefined;1;22.586010000000;51.197280000000;9;017;
3902;undefined;1;22.586138890000;51.201122220000;10;017;
3792;undefined;1;22.587053775788;51.205552474086;11;017;
3762;undefined;2;22.586138890000;51.208697220000;12;017;
3752;undefined;1;22.584175000000;51.211783330000;13;017;
3744;undefined;2;22.579852780000;51.217788890000;14;017;
3782;undefined;1;22.576834000000;51.221643000000;15;017;
3732;undefined;2;22.575745583000;51.222985832000;16;017;
3722;undefined;1;22.573400000000;51.225644440000;17;017;
3712;undefined;2;22.572277780000;51.229572220000;18;017;
3703;undefined;2;22.571997220000;51.234455560000;19;017;
3114;undefined;2;22.575644440000;51.236980560000;20;017;
2232;undefined;3;22.569191670000;51.241469440000;21;017;
1033;undefined;2;22.566272220000;51.248483330000;22;017;
1901;undefined;2;22.569472220000;51.251402780000;23;017;
1931;undefined;4;22.575363890000;51.255611110000;24;017;
1821;undefined;2;22.572558330000;51.258697220000;25;017;
1841;undefined;3;22.572558330000;51.263186110000;26;017;
1851;undefined;2;22.572838890000;51.265711110000;27;017;
1863;undefined;2;22.572558330000;51.269752780000;28;017;
1631;undefined;1;22.568069440000;51.269752780000;29;017;
1621;undefined;1;22.562625000000;51.270033330000;30;017;
1611;undefined;1;22.558416670000;51.270033330000;31;017;
1531;undefined;1;22.556172220000;51.273961110000;32;017;
6772;undefined;1;22.505330560000;51.278450000000;9;018;
6422;undefined;1;22.504488890000;51.275083330000;10;018;
6412;undefined;1;22.505050000000;51.272277780000;11;018;
6402;undefined;1;22.504769440000;51.266552780000;12;018;
6532;undefined;2;22.505050000000;51.263186110000;13;018;
6522;undefined;1;22.510985000000;51.259670000000;14;018;
6502;undefined;1;22.518069440000;51.255330560000;15;018;
5932;undefined;2;22.526766670000;51.250841670000;16;018;
5922;undefined;1;22.532658330000;51.250000000000;17;018;
5912;undefined;1;22.536980560000;51.249605560000;18;018;
